loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-104738,294136.08,12.21,current,,2026-07-22,missing,,2026-08-11
L-104739,277977.24,14.17,delinquent_90+,45,2026-05-22,pending,Apex Loan Servicing,2026-08-09
L-104740,410518.33,13.69,delinquent_30,75,2026-08-22,complete,Rocket Servicing,2026-08-15
L-104741,32926.24,,current,,,,Apex Loan Servicing,2026-08-05
L-104742,311998.82,3.92,current,0,2026-04-03,verified,ServPro,2026-08-05
L-104743,231509.45,9.45,delinquent_60,62,2026-06-14,verified,First National,2026-08-20
L-104744,196151.28,8.01,delinquent_90+,31,2026-02-24,missing,First National,2026-08-23
L-104745,191300.40,,delinquent_60,62,2026-08-13,,,2026-08-23
L-104746,180817.46,12.63,delinquent_90+,62,2026-08-07,pending,Apex Loan Servicing,2026-08-21
L-104747,467722.00,3.50,current,0,2026-06-01,verified,Apex Loan Servicing,2026-08-11
L-104748,381329.69,12.12,delinquent_30,45,2026-04-02,missing,ServPro,2026-08-25
L-104749,60707.57,10.94,current,0,2026-07-27,complete,ServPro,2026-08-27
L-104750,408638.05,13.27,delinquent_30,31,2026-06-07,missing,Freedom Mortgage,2026-08-18
L-104751,456696.16,11.01,current,0,2026-07-05,pending,First National,2026-08-19
L-104752,184469.95,6.72,current,0,2026-08-04,complete,ServPro,2026-08-13
L-104753,278685.49,,,0,,,Rocket Servicing,2026-08-04
L-104754,278246.52,9.39,delinquent_90+,75,2026-07-22,pending,First National,2026-08-20
L-104755,266014.48,,delinquent_60,95,,,ServPro,2026-08-27
L-104756,152710.93,9.76,forbearance,0,2026-04-01,verified,Apex Loan Servicing,2026-08-17
L-104757,408518.45,8.97,forbearance,0,2026-03-09,pending,ServPro,2026-08-12
L-104758,473449.54,11.39,forbearance,0,2026-07-06,verified,Rocket Servicing,2026-08-17
L-104759,35781.22,,,,2026-06-09,,ServPro,2026-08-27
L-104760,474295.28,2.69,delinquent_30,45,2026-07-15,pending,First National,2026-08-03
L-104761,186382.55,11.68,forbearance,0,2026-02-09,complete,Apex Loan Servicing,2026-08-06
L-104762,91692.64,6.03,delinquent_90+,62,2026-02-21,pending,ServPro,2026-08-03
L-104763,159874.89,9.31,delinquent_30,120,2026-04-22,complete,Rocket Servicing,2026-08-19
L-104764,117009.67,14.30,current,0,2026-04-04,complete,Rocket Servicing,2026-08-04
L-104765,40416.42,5.40,forbearance,0,2026-01-01,missing,ServPro,2026-08-20
L-104766,161089.49,6.16,forbearance,0,2026-05-02,missing,Apex Loan Servicing,2026-08-03
L-104767,110800.97,5.56,delinquent_30,75,2026-02-28,complete,Apex Loan Servicing,2026-08-22
L-104768,476895.44,,current,,2026-07-27,,,2026-08-17
L-104769,53842.58,6.00,current,0,2026-07-21,verified,ServPro,2026-08-04
L-104770,330297.10,12.52,delinquent_60,45,2026-01-14,verified,First National,2026-08-18
L-104771,167585.94,8.73,delinquent_60,95,2026-03-09,complete,Rocket Servicing,2026-08-20
L-104772,235150.54,10.71,delinquent_60,120,2026-08-06,missing,First National,2026-08-02
L-104773,378529.03,,delinquent_90+,,2026-02-15,missing,Apex Loan Servicing,2026-08-18
L-104774,89584.82,4.33,delinquent_60,95,2026-05-21,verified,ServPro,2026-08-09
L-104775,52756.75,5.75,delinquent_60,95,2026-04-06,missing,First National,2026-08-20
L-104776,44306.32,4.14,delinquent_90+,45,2026-04-09,pending,Freedom Mortgage,2026-08-15
L-104777,236005.32,11.62,current,0,2026-06-19,missing,Freedom Mortgage,2026-08-14
L-104778,116524.34,10.40,delinquent_60,120,2026-06-09,pending,Rocket Servicing,2026-08-09
L-104779,91371.89,5.39,current,0,2026-02-04,missing,Rocket Servicing,2026-08-16
L-104780,136320.48,3.70,delinquent_60,31,2026-04-20,missing,Rocket Servicing,2026-08-26
L-104781,79619.72,13.72,delinquent_90+,62,2026-01-17,pending,Apex Loan Servicing,2026-08-16
L-104782,470807.67,5.14,,,2026-05-08,missing,,2026-08-23
L-104783,278649.86,7.69,,,,,ServPro,2026-08-06
L-104784,238145.01,13.14,delinquent_60,31,2026-01-14,missing,Rocket Servicing,2026-08-25
L-104785,253520.84,14.49,delinquent_60,95,2026-03-20,missing,First National,2026-08-16
L-104786,262000.61,8.73,delinquent_30,62,2026-06-17,verified,Freedom Mortgage,2026-08-19
L-104787,79682.70,,,0,,missing,,2026-08-17
L-104788,348875.59,7.07,forbearance,0,2026-01-12,missing,Apex Loan Servicing,2026-08-05
L-104789,69544.39,4.22,delinquent_30,120,2026-02-14,verified,Rocket Servicing,2026-08-01
L-104790,50340.37,12.70,delinquent_90+,120,2026-01-25,pending,Rocket Servicing,2026-08-25
L-104791,140658.95,13.82,delinquent_90+,62,2026-07-28,verified,Freedom Mortgage,2026-08-24
L-104792,117275.63,7.77,forbearance,0,2026-08-01,complete,Rocket Servicing,2026-08-08
L-104793,261321.59,9.50,current,0,2026-03-23,pending,Freedom Mortgage,2026-08-22
L-104794,190414.46,12.43,delinquent_90+,120,2026-06-28,pending,ServPro,2026-08-26
L-104795,133168.88,5.96,current,0,2026-03-21,missing,ServPro,2026-08-05
L-104796,77766.11,9.00,delinquent_30,62,2026-07-27,missing,Rocket Servicing,2026-08-26
L-104797,284340.99,10.75,delinquent_90+,31,2026-04-17,complete,ServPro,2026-08-03
L-104798,424133.81,7.01,delinquent_90+,95,2026-04-20,missing,Rocket Servicing,2026-08-03
L-104799,74208.98,12.69,delinquent_30,95,2026-03-20,pending,First National,2026-08-13
L-104800,479966.84,7.03,delinquent_60,120,2026-03-16,missing,ServPro,2026-08-26
L-104801,361345.06,5.45,delinquent_30,120,2026-01-12,verified,Apex Loan Servicing,2026-08-11
L-104802,313991.75,7.48,delinquent_30,62,2026-01-22,verified,Apex Loan Servicing,2026-08-10
L-104803,37580.12,4.52,forbearance,0,2026-01-22,verified,First National,2026-08-17
L-104804,6722.13,3.69,forbearance,0,2026-03-07,verified,First National,2026-08-08
L-104805,201648.09,2.85,delinquent_60,95,2026-05-09,missing,Freedom Mortgage,2026-08-26
L-104806,68807.12,3.86,delinquent_30,45,2026-07-28,verified,ServPro,2026-08-14
L-104807,31040.29,,,,2026-05-08,,Apex Loan Servicing,2026-08-10
L-104808,27162.14,9.60,delinquent_90+,95,2026-08-11,verified,Apex Loan Servicing,2026-08-23
L-104809,88873.85,9.16,forbearance,0,2026-01-03,verified,Rocket Servicing,2026-08-15
L-104810,80757.33,7.14,,0,2026-08-10,verified,,2026-08-01
L-104811,39279.04,8.83,,0,2026-08-26,complete,,2026-08-10
L-104812,254794.34,9.12,,0,,complete,Apex Loan Servicing,2026-08-11
L-104813,84209.72,7.47,current,0,2026-05-04,verified,Rocket Servicing,2026-08-05
L-104814,84545.64,7.25,forbearance,0,2026-02-01,missing,Freedom Mortgage,2026-08-04
L-104815,13836.30,13.29,current,0,2026-08-20,pending,Rocket Servicing,2026-08-03
L-104816,40701.76,10.45,,,2026-01-06,,,2026-08-01
L-104817,315020.05,9.22,current,0,2026-05-01,complete,Rocket Servicing,2026-08-13
L-104818,44123.49,10.95,delinquent_90+,31,2026-08-16,pending,ServPro,2026-08-06
L-104819,119464.32,6.87,forbearance,0,2026-01-14,pending,Rocket Servicing,2026-08-08
L-104820,205076.14,,delinquent_60,31,,complete,Rocket Servicing,2026-08-27
L-104821,134250.30,13.76,delinquent_90+,45,2026-01-12,complete,Rocket Servicing,2026-08-04
L-104822,415851.00,,,0,,pending,,2026-08-10
L-104823,231935.45,3.62,delinquent_30,62,2026-07-14,missing,Freedom Mortgage,2026-08-08
L-104824,110590.80,7.11,forbearance,0,2026-06-16,missing,Freedom Mortgage,2026-08-08
L-104825,284320.86,12.98,current,0,2026-01-01,missing,First National,2026-08-13
L-104826,152288.05,,forbearance,,,pending,First National,2026-08-09
L-104827,7583.61,12.46,current,0,2026-04-19,missing,Rocket Servicing,2026-08-27
L-104828,345389.70,11.22,delinquent_60,75,2026-05-21,pending,First National,2026-08-04
L-104829,367319.09,13.48,current,0,2026-03-07,pending,First National,2026-08-04
L-104830,170327.13,9.70,forbearance,0,2026-01-13,complete,Apex Loan Servicing,2026-08-04
L-104831,368677.57,2.89,delinquent_60,31,2026-03-13,verified,ServPro,2026-08-21
L-104832,14926.75,7.31,delinquent_90+,120,2026-03-22,pending,Apex Loan Servicing,2026-08-21
L-104833,476011.93,11.30,delinquent_90+,62,2026-07-18,verified,Freedom Mortgage,2026-08-01
L-104834,43158.07,2.86,delinquent_30,,2026-07-26,,Rocket Servicing,2026-08-08
L-104835,72761.70,,delinquent_90+,,2026-02-22,verified,,2026-08-10
L-104836,35602.59,6.06,forbearance,0,2026-06-12,complete,Apex Loan Servicing,2026-08-02
L-104837,206744.53,13.27,delinquent_90+,120,2026-06-10,verified,Freedom Mortgage,2026-08-11
L-104838,69234.81,7.89,delinquent_30,95,2026-05-07,verified,First National,2026-08-02
L-104839,294845.10,9.29,delinquent_30,62,2026-06-02,complete,Rocket Servicing,2026-08-23
L-104840,146135.58,2.99,delinquent_30,75,2026-01-15,missing,First National,2026-08-16
L-104841,125937.75,4.51,delinquent_60,45,2026-06-11,pending,First National,2026-08-07
L-104842,238598.57,14.43,forbearance,0,2026-01-19,missing,Rocket Servicing,2026-08-03
L-104843,469458.64,,forbearance,0,,complete,Rocket Servicing,2026-08-25
L-104844,268372.04,9.14,delinquent_90+,45,2026-04-07,verified,Apex Loan Servicing,2026-08-21
L-104845,17492.60,13.51,forbearance,0,2026-03-26,verified,Rocket Servicing,2026-08-14
L-104846,69893.53,3.23,delinquent_90+,62,2026-07-09,verified,ServPro,2026-08-13
L-104847,268663.28,13.56,,,,,First National,2026-08-24
L-104848,313166.32,14.48,delinquent_60,45,2026-03-12,verified,First National,2026-08-19
L-104849,86050.09,7.68,current,0,2026-03-17,missing,Rocket Servicing,2026-08-25
L-104850,124170.04,8.84,delinquent_30,62,2026-06-05,complete,Freedom Mortgage,2026-08-06
L-104851,324474.90,11.20,delinquent_90+,62,2026-02-18,complete,Apex Loan Servicing,2026-08-26
L-104852,21778.61,6.69,forbearance,0,2026-04-26,complete,Rocket Servicing,2026-08-07
L-104853,433097.14,5.13,current,0,2026-04-26,complete,Freedom Mortgage,2026-08-18
L-104854,225361.21,7.32,delinquent_30,120,,complete,,2026-08-19
L-104855,63434.07,2.71,current,0,2026-08-04,verified,First National,2026-08-20
L-104856,235392.09,14.16,delinquent_60,62,2026-05-01,verified,Apex Loan Servicing,2026-08-04
L-104857,122436.00,7.96,delinquent_90+,75,2026-04-18,missing,Freedom Mortgage,2026-08-04
L-104858,444731.94,6.31,delinquent_60,75,2026-08-14,missing,Apex Loan Servicing,2026-08-15
L-104859,272518.18,4.66,delinquent_90+,45,2026-03-23,verified,Freedom Mortgage,2026-08-06
L-104860,455190.81,8.37,current,0,2026-04-22,complete,Apex Loan Servicing,2026-08-22
L-104861,160070.78,7.37,delinquent_60,120,2026-02-09,complete,Freedom Mortgage,2026-08-10
L-104862,279217.29,8.58,,0,,,ServPro,2026-08-26
L-104863,45778.55,10.10,delinquent_90+,31,2026-06-26,complete,Apex Loan Servicing,2026-08-04
L-104864,8531.07,10.67,delinquent_30,45,2026-07-24,pending,ServPro,2026-08-09
L-104865,107134.90,5.49,current,0,2026-02-07,complete,Apex Loan Servicing,2026-08-09
L-104866,233734.55,3.93,,,2026-07-24,pending,ServPro,2026-08-04
L-104867,260871.90,5.94,delinquent_90+,45,2026-01-15,pending,Rocket Servicing,2026-08-15
L-104868,361303.27,11.30,delinquent_60,31,2026-05-27,missing,Rocket Servicing,2026-08-26
L-104869,418640.19,7.92,delinquent_30,31,2026-02-25,verified,Apex Loan Servicing,2026-08-18
L-104870,88658.63,7.33,delinquent_90+,120,2026-01-01,missing,Freedom Mortgage,2026-08-18
L-104871,230113.19,11.33,current,,2026-07-12,,ServPro,2026-08-01
L-104872,464789.80,13.18,delinquent_60,31,2026-01-25,pending,Rocket Servicing,2026-08-10
L-104873,388053.81,4.71,forbearance,0,2026-03-14,complete,ServPro,2026-08-07
L-104874,388970.76,,delinquent_30,31,,,Rocket Servicing,2026-08-19
L-104875,437676.96,,delinquent_30,95,2026-04-17,,First National,2026-08-10
L-104876,313718.55,2.54,forbearance,0,2026-04-09,complete,First National,2026-08-13
L-104877,98854.51,10.79,,,2026-07-18,,First National,2026-08-07
L-104878,444774.62,8.20,delinquent_30,120,2026-03-21,verified,Apex Loan Servicing,2026-08-04
L-104879,177794.88,13.28,forbearance,0,2026-03-12,pending,First National,2026-08-06
L-104880,229941.41,3.26,current,0,2026-04-08,missing,First National,2026-08-24
L-104881,196740.61,4.35,delinquent_90+,62,2026-01-16,pending,ServPro,2026-08-23
L-104882,257108.16,3.35,delinquent_60,120,2026-01-08,complete,ServPro,2026-08-16
L-104883,87476.16,8.63,delinquent_30,75,2026-04-20,missing,Apex Loan Servicing,2026-08-08
L-104884,477881.65,11.83,delinquent_30,45,2026-08-21,complete,Rocket Servicing,2026-08-14
L-104885,123715.60,6.30,delinquent_90+,95,2026-03-08,pending,First National,2026-08-15
L-104886,45611.14,,delinquent_90+,120,,,Freedom Mortgage,2026-08-08
L-104887,393359.18,7.17,forbearance,0,2026-01-03,missing,ServPro,2026-08-16
L-104888,212823.55,10.95,current,0,2026-03-18,complete,Rocket Servicing,2026-08-10
L-104889,426311.49,4.40,forbearance,0,2026-04-25,verified,Freedom Mortgage,2026-08-10
L-104890,151096.04,6.46,delinquent_30,45,2026-08-18,verified,First National,2026-08-16
L-104891,386417.55,4.06,delinquent_90+,75,2026-07-01,verified,Freedom Mortgage,2026-08-20
L-104892,331127.58,10.19,delinquent_30,75,2026-01-14,missing,ServPro,2026-08-10
L-104893,357135.23,9.09,delinquent_30,75,2026-07-23,pending,Freedom Mortgage,2026-08-16
L-104894,202830.74,3.53,forbearance,0,2026-05-12,pending,Rocket Servicing,2026-08-16
L-104895,344375.86,13.17,delinquent_60,95,2026-03-23,missing,Rocket Servicing,2026-08-17
L-104896,96129.40,6.00,forbearance,0,2026-03-07,,,2026-08-25
L-104897,475000.98,2.95,delinquent_30,62,2026-05-11,complete,Freedom Mortgage,2026-08-12
L-104898,190220.49,10.19,delinquent_30,31,2026-08-26,pending,Apex Loan Servicing,2026-08-11
L-104899,284164.30,9.06,current,0,2026-07-25,complete,First National,2026-08-08
L-104900,200241.54,11.67,forbearance,0,2026-05-01,pending,Apex Loan Servicing,2026-08-27
L-104901,19701.04,5.07,delinquent_60,31,2026-03-14,complete,Apex Loan Servicing,2026-08-24
L-104902,156535.24,3.94,forbearance,0,2026-07-25,complete,Apex Loan Servicing,2026-08-27
L-104903,441022.29,2.54,delinquent_90+,120,2026-04-20,pending,First National,2026-08-08
L-104904,284325.12,,,0,,pending,Rocket Servicing,2026-08-02
L-104905,105789.45,6.98,delinquent_60,62,2026-06-16,missing,Apex Loan Servicing,2026-08-13
L-104906,363376.27,,delinquent_60,75,,complete,Rocket Servicing,2026-08-11
L-104907,253601.19,10.01,delinquent_60,31,2026-01-19,verified,First National,2026-08-25
L-104908,472126.61,7.05,current,0,2026-07-26,complete,Rocket Servicing,2026-08-07
L-104909,197790.62,12.15,delinquent_30,62,2026-05-23,missing,ServPro,2026-08-20
L-104910,285188.81,8.62,delinquent_60,45,2026-04-25,verified,Apex Loan Servicing,2026-08-15
L-104911,162889.90,12.01,delinquent_60,75,2026-01-13,pending,Rocket Servicing,2026-08-25
L-104912,203512.49,6.97,delinquent_30,95,2026-03-27,missing,Apex Loan Servicing,2026-08-23
L-104913,211736.46,7.30,current,0,2026-02-17,verified,Rocket Servicing,2026-08-17
L-104914,142012.64,5.97,current,0,2026-04-14,pending,Rocket Servicing,2026-08-17
L-104915,163481.05,4.16,delinquent_90+,31,2026-04-28,verified,Apex Loan Servicing,2026-08-02
L-104916,80128.65,11.41,forbearance,0,2026-04-01,missing,Rocket Servicing,2026-08-07
L-104917,38323.76,4.46,delinquent_30,62,2026-06-11,verified,Apex Loan Servicing,2026-08-20
L-104918,441855.31,8.21,delinquent_60,75,2026-07-26,verified,Freedom Mortgage,2026-08-08
L-104919,463333.93,13.79,delinquent_60,75,2026-04-15,complete,Rocket Servicing,2026-08-04
L-104920,334270.06,7.29,delinquent_90+,75,2026-07-16,missing,Apex Loan Servicing,2026-08-22
L-104921,290701.62,8.25,,0,2026-08-03,verified,,2026-08-16
L-104922,375245.37,9.49,current,0,2026-03-01,missing,Rocket Servicing,2026-08-09
L-104923,443226.23,8.96,forbearance,0,2026-05-10,pending,Apex Loan Servicing,2026-08-24
L-104924,184107.16,9.56,delinquent_90+,95,2026-05-04,pending,ServPro,2026-08-13
L-104925,369102.89,8.75,forbearance,0,2026-07-20,complete,Apex Loan Servicing,2026-08-25
L-104926,206341.26,9.28,current,0,2026-05-04,pending,Rocket Servicing,2026-08-19
L-104927,226570.78,9.98,forbearance,0,2026-01-22,missing,Rocket Servicing,2026-08-09
L-104928,134529.83,11.22,,0,,verified,Apex Loan Servicing,2026-08-14
L-104929,470567.79,5.53,delinquent_30,95,2026-08-09,complete,ServPro,2026-08-11
L-104930,121701.85,3.99,delinquent_60,75,2026-01-08,verified,Apex Loan Servicing,2026-08-06
L-104931,451798.31,2.87,delinquent_60,75,2026-02-22,complete,Apex Loan Servicing,2026-08-21
L-104932,259096.81,8.26,current,0,2026-08-12,complete,First National,2026-08-07
L-104933,324364.81,5.09,forbearance,0,2026-03-11,verified,ServPro,2026-08-27
L-104934,478375.58,14.41,delinquent_60,120,2026-07-27,pending,First National,2026-08-25
L-104935,374410.73,3.30,delinquent_90+,45,2026-07-14,verified,Apex Loan Servicing,2026-08-14
L-104936,450765.26,12.05,forbearance,0,2026-07-07,complete,Freedom Mortgage,2026-08-01
L-104937,294769.83,7.33,,,,missing,Rocket Servicing,2026-08-19
L-104938,19399.69,6.25,delinquent_90+,62,2026-05-26,pending,Rocket Servicing,2026-08-19
L-104939,141450.49,4.08,delinquent_90+,75,2026-03-02,complete,First National,2026-08-23
L-104940,9347.10,2.78,,,,,Apex Loan Servicing,2026-08-06
L-104941,173791.45,12.80,delinquent_60,31,2026-05-21,missing,ServPro,2026-08-17
L-104942,203913.92,2.97,current,0,2026-03-07,pending,First National,2026-08-26
L-104943,68190.61,6.11,delinquent_60,31,2026-06-21,verified,Rocket Servicing,2026-08-17
L-104944,335215.66,4.24,delinquent_90+,95,2026-07-28,complete,Freedom Mortgage,2026-08-16
L-104945,440662.39,13.96,forbearance,0,2026-04-26,pending,Freedom Mortgage,2026-08-08
L-104946,212047.51,12.60,delinquent_60,45,2026-01-03,missing,Rocket Servicing,2026-08-26
L-104947,192025.66,7.04,delinquent_90+,120,2026-03-19,missing,First National,2026-08-24
L-104948,36031.33,5.07,forbearance,0,2026-05-03,verified,Freedom Mortgage,2026-08-22
L-104949,479602.92,6.93,,,2026-06-10,,ServPro,2026-08-24
L-104950,87423.86,12.10,delinquent_30,95,2026-05-24,verified,ServPro,2026-08-22
L-104951,431637.24,,,,2026-02-10,pending,,2026-08-27
L-104952,105709.60,13.02,delinquent_60,45,2026-06-21,verified,Freedom Mortgage,2026-08-27
L-104953,322466.88,7.57,current,0,2026-08-23,complete,Freedom Mortgage,2026-08-26
L-104954,245722.25,14.13,delinquent_90+,62,2026-02-08,missing,First National,2026-08-15
L-104955,298757.92,8.54,delinquent_60,31,2026-06-23,pending,Rocket Servicing,2026-08-02
L-104956,324019.49,6.28,delinquent_60,75,2026-06-03,pending,First National,2026-08-13
L-104957,319389.32,10.24,current,0,2026-02-20,missing,Apex Loan Servicing,2026-08-15
L-104958,115216.49,6.29,,,2026-05-13,missing,,2026-08-08
L-104959,288068.36,5.50,delinquent_30,95,2026-01-23,missing,Rocket Servicing,2026-08-22
L-104960,120394.79,4.48,delinquent_30,31,2026-06-02,verified,Apex Loan Servicing,2026-08-16
L-104961,167578.19,4.77,current,0,2026-01-08,missing,Freedom Mortgage,2026-08-06
L-104962,80552.80,7.16,current,0,2026-06-22,missing,Rocket Servicing,2026-08-23
L-104963,446019.90,14.41,delinquent_30,95,2026-05-20,verified,Rocket Servicing,2026-08-13
L-104964,353286.75,7.81,delinquent_30,45,2026-04-20,missing,Freedom Mortgage,2026-08-03
L-104965,257108.54,3.45,forbearance,0,2026-06-25,verified,Apex Loan Servicing,2026-08-15
L-104966,417805.70,,,,2026-04-20,,ServPro,2026-08-17
L-104967,284543.79,,,0,,,Apex Loan Servicing,2026-08-10
L-104968,381898.05,10.80,current,0,2026-08-25,missing,Rocket Servicing,2026-08-14
L-104969,,5.01,delinquent_30,75,,,,2026-08-04
L-104970,388435.80,8.59,delinquent_60,95,2026-08-27,missing,First National,2026-08-26
L-104971,418575.23,10.47,current,0,2026-08-11,pending,First National,2026-08-09
